ANZSCO_Code,ANZSCO_Title,Specialist_Task,% of time spent on task,Specialist_Cluster,% of time spent on cluster,Cluster_Family,% of time spent on family
5992,Court and Legal Clerks,Examine documents to verify adherence to requirements,0.06733138846,Verify accuracy of data or documents,0.06733138846,"Data, analytics, and databases",0.06733138846
5992,Court and Legal Clerks,"Collect deposits, payments or fees",0.05498674813,Conduct financial transactions or processes,0.05498674813,Business operations and financial activities,0.12586039
5992,Court and Legal Clerks,Answer telephones to direct calls or provide information,0.05224105473,Provide customer service and communicate information,0.05224105473,Customer service,0.05224105473
5992,Court and Legal Clerks,Maintain office equipment in proper operating condition,0.05224105473,"Monitor equipment, procedures and systems",0.05224105473,Quality control and inspections,0.05224105473
5992,Court and Legal Clerks,Supervise clerical or administrative staff,0.04778613461,Perform administrative or clerical tasks,0.04778613461,Business operations and financial activities,0.12586039
5992,Court and Legal Clerks,Confer with co-workers to coordinate work activities,0.03578210762,Communicate and collaborate,0.03578210762,Communication and collaboration,0.06225112166
5992,Court and Legal Clerks,Maintain security,0.0273475474,Enforce or maintain security,0.0273475474,Security and emergency services,0.0273475474
5992,Court and Legal Clerks,"Interview employees, customers or others to collect information",0.02646901404,Communicate with others to coordinate work,0.02646901404,Communication and collaboration,0.06225112166
5992,Court and Legal Clerks,"Search files, databases or reference materials to obtain information",0.02646901404,Gather and analyse information,0.02646901404,"Records, documentation, reports and research",0.5661747351
5992,Court and Legal Clerks,"Attach identification information to products, items or containers",0.02563970735,Label products and materials ,0.02563970735,"Archiving, recording, and translating",0.02563970735
5992,Court and Legal Clerks,Stock supplies or merchandise,0.02308750728,Maintain inventory and stock,0.02308750728,Business operations and financial activities,0.12586039
5992,Court and Legal Clerks,Prepare staff schedules,0.02091300056,Schedule staff or assign work,0.02091300056,Human resources,0.02091300056
5993,Debt Collectors,Negotiate financial arrangements,0.1911362288,Conduct financial transactions or processes,0.2660438231,Business operations and financial activities,0.7197052437
5993,Debt Collectors,Discuss account status or activity with customers or patrons,0.1780192839,Provide financial advice,0.1750056643,Business operations and financial activities,0.7197052437
5993,Debt Collectors,Maintain financial or account records,0.1503793926,Verify and maintain financial records,0.1845964775,Business operations and financial activities,0.7197052437
5993,Debt Collectors,Monitor financial information,0.09567899137,"Manage, monitor and undertake financial activities",0.09405927875,Business operations and financial activities,0.7197052437
5993,Debt Collectors,Respond to customer problems or complaints,0.09234812446,Provide customer service and communicate information,0.1705785044,Customer service,0.1705785044
5993,Debt Collectors,Provide notifications to customers or patrons,0.08116776326,Provide customer service and communicate information,0.1705785044,Customer service,0.1705785044
5993,Debt Collectors,"Collect deposits, payments or fees",0.0794889025,Conduct financial transactions or processes,0.2660438231,Business operations and financial activities,0.7197052437
5993,Debt Collectors,"Interview employees, customers or others to collect information",0.03739585955,Communicate with others to coordinate work,0.03676279951,Communication and collaboration,0.05893041255
5993,Debt Collectors,Obtain personal or financial information about customers or applicants,0.03739585955,Verify and maintain financial records,0.1845964775,Business operations and financial activities,0.7197052437
5993,Debt Collectors,Provide information to co-workers,0.02254934213,Communicate with colleagues,0.02216761304,Communication and collaboration,0.05893041255
5993,Debt Collectors,Sort mail,0.01722012596,Sort and distribute mail,0.01692861311,Material transportation,0.01692861311
5993,Debt Collectors,File documents or records,0.01722012596,"Maintain records, documents or other files",0.01692861311,"Records, documentation, reports and research",0.01692861311
5994,Human Resource Clerks,Administer staff recruitment or hiring activities,0.301548196,Undertake recruitment activities,0.301548196,Human resources,0.3155606758
5994,Human Resource Clerks,Record staff information,0.1821328909,"Maintain records, documents or other files",0.1821328909,"Records, documentation, reports and research",0.5041552733
5994,Human Resource Clerks,"Explain regulations, policies or procedures",0.1440156247,Prepare or manage compliance documentation,0.1440156247,"Records, documentation, reports and research",0.5041552733
5994,Human Resource Clerks,"Search files, databases or reference materials to obtain information",0.09352947875,Gather and analyse information,0.09352947875,"Records, documentation, reports and research",0.5041552733
5994,Human Resource Clerks,Compile data or documentation,0.08447727887,"Distribute, write, edit or compile documents",0.08447727887,"Records, documentation, reports and research",0.5041552733
5994,Human Resource Clerks,"Interview employees, customers or others to collect information",0.06390850581,Communicate with others to coordinate work,0.06390850581,Communication and collaboration,0.06390850581
5994,Human Resource Clerks,Issue documentation or identification to customers or employees,0.06078602586,Provide customer service and communicate information,0.06078602586,Customer service,0.06078602586
5994,Human Resource Clerks,Obtain personal or financial information about customers or applicants,0.03166273291,Verify and maintain financial records,0.03166273291,Business operations and financial activities,0.03166273291
5994,Human Resource Clerks,Set up classroom materials or equipment,0.02392678635,Source and distribute educational materials,0.02392678635,Teaching and education,0.02392678635
5994,Human Resource Clerks,Train staff,0.01401247981,Train staff,0.01401247981,Human resources,0.3155606758
5995,Inspectors and Regulatory Officers,Administer staff recruitment or hiring activities,0.2227947577,Undertake recruitment activities,0.2879998649,Human resources,0.2879998649
5995,Inspectors and Regulatory Officers,Review license or permit applications,0.1853982255,Prepare or manage compliance documentation,0.1853982255,"Records, documentation, reports and research",0.5181113172
5995,Inspectors and Regulatory Officers,Inform individuals or organisations of status or findings,0.1383724459,Verify personal information and maintain records,0.1383724459,"Records, documentation, reports and research",0.5181113172
5995,Inspectors and Regulatory Officers,Advise others on legal or regulatory compliance matters,0.1060957688,"Respond to legal, regulatory and compliance issues",0.1060957688,"Records, documentation, reports and research",0.5181113172
5995,Inspectors and Regulatory Officers,Prepare research reports,0.08824487707,Prepare reports or evaluations,0.08824487707,"Records, documentation, reports and research",0.5181113172
5995,Inspectors and Regulatory Officers,Collect payments for goods or services,0.08740301547,Conduct financial transactions or processes,0.08740301547,Business operations and financial activities,0.1503038673
5995,Inspectors and Regulatory Officers,Conduct eligibility or selection interviews,0.0652051072,Undertake recruitment activities,0.2879998649,Human resources,0.2879998649
5995,Inspectors and Regulatory Officers,Examine financial records,0.06290085187,"Manage, monitor and undertake financial activities",0.06290085187,Business operations and financial activities,0.1503038673
5995,Inspectors and Regulatory Officers,Communicate with government agencies,0.04358495053,Collaborate with stakeholders,0.04358495053,Communication and collaboration,0.04358495053
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors","Interview witnesses, suspects or claimants",0.1826088322,Prepare legal proceedings and represent clients,0.2302746362,Security and emergency services,0.2626256094
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",Calculate data to inform organisational operations,0.1719191573,Use data to inform operational decisions,0.1719191573,"Data, analytics, and databases",0.1719191573
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",Prepare legal or investigatory documentation,0.1467133805,Prepare and utilise legal documentation,0.1467133805,"Records, documentation, reports and research",0.1919241743
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",Estimate costs of goods or services,0.1453168609,Estimate costs of goods or services,0.1453168609,Business operations and financial activities,0.1831196942
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",Appraise property values,0.1196840041,Appraise or evaluate properties,0.1196840041,Construction,0.1196840041
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",Investigate legal issues,0.04766580399,Prepare legal proceedings and represent clients,0.2302746362,Security and emergency services,0.2626256094
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",Advise others on legal or regulatory compliance matters,0.03677650452,"Respond to legal, regulatory and compliance issues",0.03677650452,"Records, documentation, reports and research",0.1919241743
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",Negotiate agreements to resolve disputes,0.03677650452,Undertake dispute resolution,0.03677650452,Communication and collaboration,0.07072736065
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",Report information to managers or other staff,0.03395085612,Communicate and collaborate,0.03395085612,Communication and collaboration,0.07072736065
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",Collect evidence for legal proceedings,0.03235097319,Undertake criminal and legal investigations,0.03235097319,Security and emergency services,0.2626256094
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",Verify accuracy of records,0.02591515173,Verify and maintain financial records,0.02591515173,Business operations and financial activities,0.1831196942
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",Gather financial records,0.0118876816,"Manage, monitor and undertake financial activities",0.0118876816,Business operations and financial activities,0.1831196942
5996,"Insurance Investigators, Loss Adjusters and Risk Surveyors",Verify application data to determine program eligibility,0.008434289331,Prepare or manage compliance documentation,0.008434289331,"Records, documentation, reports and research",0.1919241743
5997,Library Assistants,Maintain inventory records,0.1170067026,"Maintain records, documents or other files",0.1372035286,"Records, documentation, reports and research",0.1801726858
5997,Library Assistants,Distribute materials to employees or customers,0.1112834761,Communicate with colleagues,0.1112834761,Communication and collaboration,0.1112834761
5997,Library Assistants,Sort materials or products,0.104396223,Sort materials or products,0.104396223,Material transportation,0.2382631077
5997,Library Assistants,Track goods or materials,0.07404741077,Load and transport materials,0.07404741077,Material transportation,0.2382631077
5997,Library Assistants,Refer customers to appropriate staff,0.07285915747,Respond to customer queries,0.07285915747,Customer service,0.1203799558
5997,Library Assistants,Manage clerical or administrative activities,0.0614433712,Perform administrative or clerical tasks,0.07334603746,Business operations and financial activities,0.1449658363
5997,Library Assistants,Enter information into databases or software programs,0.04528823843,Create and update databases,0.04528823843,"Data, analytics, and databases",0.04528823843
5997,Library Assistants,Maintain office equipment in proper operating condition,0.03835671867,"Monitor equipment, procedures and systems",0.03835671867,Quality control and inspections,0.07452590408
5997,Library Assistants,Inspect items for damage or defects,0.03616918541,Inspect items for damage or defects ,0.03616918541,Quality control and inspections,0.07452590408
5997,Library Assistants,Calculate financial data,0.03616918541,"Manage, monitor and undertake financial activities",0.03616918541,Business operations and financial activities,0.1449658363
5997,Library Assistants,Maintain security,0.02978510563,Enforce or maintain security,0.02978510563,Security and emergency services,0.02978510563
5997,Library Assistants,Deliver items,0.02851625234,Ship or deliver objects,0.03396396816,Material transportation,0.2382631077
5997,Library Assistants,Answer telephones to direct calls or provide information,0.02585550577,Provide customer service and communicate information,0.04752079835,Customer service,0.1203799558
5997,Library Assistants,Type documents,0.02585550577,"Distribute, write, edit or compile documents",0.03675592673,"Records, documentation, reports and research",0.1801726858
5997,Library Assistants,Sort mail,0.02585550577,Sort and distribute mail,0.02585550577,Material transportation,0.2382631077
5997,Library Assistants,Maintain financial or account records,0.02366203918,Verify and maintain financial records,0.02366203918,Business operations and financial activities,0.1449658363
5997,Library Assistants,Issue documentation or identification to customers or employees,0.02166529258,Provide customer service and communicate information,0.04752079835,Customer service,0.1203799558
5997,Library Assistants,Store records or related materials,0.02019682597,"Maintain records, documents or other files",0.1372035286,"Records, documentation, reports and research",0.1801726858
5997,Library Assistants,Plan educational activities,0.01812862604,Develop educational materials and programs,0.01812862604,Teaching and education,0.01812862604
5997,Library Assistants,Plan special events,0.01812862604,Coordinate recreational activities or special events,0.01812862604,Recreation and sporting events,0.01812862604
5997,Library Assistants,Supervise clerical or administrative staff,0.01190266625,Perform administrative or clerical tasks,0.07334603746,Business operations and financial activities,0.1449658363
5997,Library Assistants,Prepare staff schedules,0.01190266625,Schedule staff or assign work,0.01190266625,Human resources,0.01190266625
5997,Library Assistants,"Collect deposits, payments or fees",0.01090042096,Conduct financial transactions or processes,0.01090042096,Business operations and financial activities,0.1449658363
5997,Library Assistants,"Send information, materials or documentation",0.01090042096,"Distribute, write, edit or compile documents",0.03675592673,"Records, documentation, reports and research",0.1801726858
5997,Library Assistants,"Attach identification information to products, items or containers",0.005447715811,Label products and materials ,0.005447715811,"Archiving, recording, and translating",0.005447715811
5997,Library Assistants,Package objects for shipping,0.005447715811,Ship or deliver objects,0.03396396816,Material transportation,0.2382631077
5997,Library Assistants,Prepare research or technical reports,0.005325077149,Review or prepare research or technical reports,0.005325077149,"Records, documentation, reports and research",0.1801726858
5997,Library Assistants,Develop applications,0.00172805594,Develop websites or software,0.00172805594,Computers and electronics,0.00172805594
5997,Library Assistants,"Prepare documentation for contracts, transactions or regulatory compliance",0.0008881533025,Prepare or manage compliance documentation,0.0008881533025,"Records, documentation, reports and research",0.1801726858
5997,Library Assistants,"Order materials, supplies, or equipment",0.0008881533025,"Procure materials, supplies, or stock",0.0008881533025,Business operations and financial activities,0.1449658363
6111,"Auctioneers, and Stock and Station Agents",Execute sales or other financial transactions,0.2093487185,Conduct financial transactions or processes,0.2093487185,Business operations and financial activities,0.530964492
6111,"Auctioneers, and Stock and Station Agents",Procure goods or services,0.1664031312,"Procure materials, supplies, or stock",0.1664031312,Business operations and financial activities,0.530964492
6111,"Auctioneers, and Stock and Station Agents",Calculate data to inform organisational operations,0.1294638432,Use data to inform operational decisions,0.1294638432,"Data, analytics, and databases",0.1294638432
6111,"Auctioneers, and Stock and Station Agents",Negotiate contracts with clients or service providers,0.1065329865,Negotiate purchases or contracts,0.1065329865,Business operations and financial activities,0.530964492
6111,"Auctioneers, and Stock and Station Agents",Coordinate logistics or other business operations,0.1001870285,Coordinate activities or logisitics ,0.1001870285,Operating procedures and processes,0.1001870285
6111,"Auctioneers, and Stock and Station Agents",Supervise employees,0.06147006667,Supervise staff ,0.06147006667,Human resources,0.06147006667
6111,"Auctioneers, and Stock and Station Agents",Communicate with government agencies,0.05670846587,Collaborate with stakeholders,0.05670846587,Communication and collaboration,0.09731529373
6111,"Auctioneers, and Stock and Station Agents",Maintain data in information systems or databases,0.05670846587,"Maintain records, documents or other files",0.05670846587,"Records, documentation, reports and research",0.05670846587
6111,"Auctioneers, and Stock and Station Agents",Determine the value of goods or services,0.04867965573,Estimate costs of goods or services,0.04867965573,Business operations and financial activities,0.530964492
6111,"Auctioneers, and Stock and Station Agents",Advise others on business or operational matters,0.04060682787,Communicate and collaborate,0.04060682787,Communication and collaboration,0.09731529373
6111,"Auctioneers, and Stock and Station Agents",Evaluate condition of properties,0.02389081,Appraise or evaluate properties,0.02389081,Construction,0.02389081
6112,Insurance Agents,Customise financial goods or services to meet customer needs,0.2071453556,Provide financial advice,0.3911344717,Business operations and financial activities,0.4919498828
6112,Insurance Agents,Explain financial information to customers,0.1839891161,Provide financial advice,0.3911344717,Business operations and financial activities,0.4919498828
6112,Insurance Agents,Sell goods or services,0.1007025312,Conduct sales and marketing activities ,0.1007025312,Sales and marketing,0.2921065271
6112,Insurance Agents,Gather customer or product information to determine customer needs,0.07902814498,Provide customer service and communicate information,0.1214282641,Customer service,0.1214282641
6112,Insurance Agents,Prepare sales or other contracts,0.062621572,Negotiate purchases or contracts,0.062621572,Business operations and financial activities,0.4919498828
6112,Insurance Agents,Develop marketing plans or strategies,0.04350959907,Develop marketing plans,0.04350959907,Sales and marketing,0.2921065271
6112,Insurance Agents,Take product orders,0.0424001191,Provide customer service and communicate information,0.1214282641,Customer service,0.1214282641
6112,Insurance Agents,Maintain records of sales or other business transactions,0.0424001191,Maintain sales and business transaction records,0.1132447576,Sales and marketing,0.2921065271
6112,Insurance Agents,Calculate costs of goods or services,0.03819383919,Estimate costs of goods or services,0.03819383919,Business operations and financial activities,0.4919498828
6112,Insurance Agents,Process sales or other transactions,0.03819383919,Maintain sales and business transaction records,0.1132447576,Sales and marketing,0.2921065271
6112,Insurance Agents,Examine condition of property or products,0.03622183923,"Inspect products, equipment or facilities",0.03622183923,Quality control and inspections,0.03622183923
6112,Insurance Agents,Identify potential customers,0.03464963926,Develop and distribute marketing material,0.03464963926,Sales and marketing,0.2921065271
6112,Insurance Agents,Develop professional relationships or networks,0.03464963926,Undertake or provide professional skill and knowledge development,0.05829348676,Human resources,0.05829348676
6112,Insurance Agents,Review accuracy of sales or other transactions,0.0326507993,Maintain sales and business transaction records,0.1132447576,Sales and marketing,0.2921065271
6112,Insurance Agents,Attend events to develop professional knowledge,0.01182192375,Undertake or provide professional skill and knowledge development,0.05829348676,Human resources,0.05829348676
6112,Insurance Agents,Study product information to acquire professional knowledge,0.01182192375,Undertake or provide professional skill and knowledge development,0.05829348676,Human resources,0.05829348676
6113,Sales Representatives,Recommend goods or services to customers,0.1244894,Provide customer service and communicate information,0.1980568304,Customer service,0.3181895928
6113,Sales Representatives,Answer customer questions about goods or services,0.1201327624,Respond to customer queries,0.1201327624,Customer service,0.3181895928
6113,Sales Representatives,Negotiate prices or other sales terms,0.08925516386,Negotiate purchases or contracts,0.1339905483,Business operations and financial activities,0.294768272
6113,Sales Representatives,Explain technical product or service information to customers,0.08224259482,Communicate and collaborate,0.08224259482,Communication and collaboration,0.08224259482
6113,Sales Representatives,Advise customers on the use of goods or services,0.07356743039,Provide customer service and communicate information,0.1980568304,Customer service,0.3181895928
6113,Sales Representatives,Estimate costs or terms of sales,0.05721967017,Estimate costs of goods or services,0.05721967017,Business operations and financial activities,0.294768272
6113,Sales Representatives,Distribute promotional literature or samples to customers,0.05533421428,Develop and distribute marketing material,0.1657298746,Sales and marketing,0.2475142765
6113,Sales Representatives,Identify potential customers,0.0550744236,Develop and distribute marketing material,0.1657298746,Sales and marketing,0.2475142765
6113,Sales Representatives,Prepare sales or other contracts,0.0447353844,Negotiate purchases or contracts,0.1339905483,Business operations and financial activities,0.294768272
6113,Sales Representatives,Procure stocks of merchandise or supplies,0.04316174229,"Procure materials, supplies, or stock",0.04316174229,Business operations and financial activities,0.294768272
6113,Sales Representatives,Contact current or potential customers to promote goods or services,0.0401720807,Develop and distribute marketing material,0.1657298746,Sales and marketing,0.2475142765
6113,Sales Representatives,Demonstrate products to consumers,0.0401720807,Conduct sales and marketing activities ,0.05033902429,Sales and marketing,0.2475142765
6113,Sales Representatives,"Prepare financial documents, reports or budgets",0.02127843396,"Undertake financial reporting, documentation and analysis",0.02127843396,Business operations and financial activities,0.294768272
6113,Sales Representatives,Maintain records of sales or other business transactions,0.02127843396,Maintain sales and business transaction records,0.02127843396,Sales and marketing,0.2475142765
6113,Sales Representatives,Monitor market conditions or trends,0.02106805392,Analyse market data and trends,0.02106805392,"Data, analytics, and databases",0.02106805392
6113,Sales Representatives,Study product information to acquire professional knowledge,0.02106805392,Undertake or provide professional skill and knowledge development,0.02106805392,Human resources,0.02106805392
6113,Sales Representatives,Monitor inventories,0.01704962294,Maintain inventory and stock,0.02721656653,Business operations and financial activities,0.294768272
6113,Sales Representatives,Prepare drawings or diagrams of goods or services,0.01514915605,"Design diagrams, models and templates",0.01514915605,Operating procedures and processes,0.01514915605
6113,Sales Representatives,Develop proposals for current or prospective customers,0.01514915605,Develop and distribute marketing material,0.1657298746,Sales and marketing,0.2475142765
6113,Sales Representatives,Verify customer credit information,0.0119013108,Verify and maintain financial records,0.0119013108,Business operations and financial activities,0.294768272
6113,Sales Representatives,Stock products or parts,0.01016694359,Maintain inventory and stock,0.02721656653,Business operations and financial activities,0.294768272
6113,Sales Representatives,Set up merchandise displays,0.01016694359,Conduct sales and marketing activities ,0.05033902429,Sales and marketing,0.2475142765
6113,Sales Representatives,Coordinate sales campaigns,0.01016694359,Develop marketing plans,0.01016694359,Sales and marketing,0.2475142765
6211,Sales Assistants (General),Set up merchandise displays,0.1021100303,Conduct sales and marketing activities ,0.1681434785,Sales and marketing,0.294294344
6211,Sales Assistants (General),Process sales or other transactions,0.079917334,Maintain sales and business transaction records,0.1261508654,Sales and marketing,0.294294344
6211,Sales Assistants (General),Prepare sales or other contracts,0.078642524,Negotiate purchases or contracts,0.078642524,Business operations and financial activities,0.2943057458
6211,Sales Assistants (General),Estimate costs or terms of sales,0.07726036773,Estimate costs of goods or services,0.1136226085,Business operations and financial activities,0.2943057458
6211,Sales Assistants (General),Reconcile records of sales or other financial transactions,0.07383375358,"Manage, monitor and undertake financial activities",0.07383375358,Business operations and financial activities,0.2943057458
6211,Sales Assistants (General),Answer customer questions about goods or services,0.07248475656,Respond to customer queries,0.07248475656,Customer service,0.2580571706
6211,Sales Assistants (General),Recommend goods or services to customers,0.07010635516,Provide customer service and communicate information,0.185572414,Customer service,0.2580571706
6211,Sales Assistants (General),Review laws or regulations to maintain professional knowledge,0.05663083099,Undertake or provide professional skill and knowledge development,0.05663083099,Human resources,0.05663083099
6211,Sales Assistants (General),Demonstrate products to consumers,0.04679426246,Conduct sales and marketing activities ,0.1681434785,Sales and marketing,0.294294344
6211,Sales Assistants (General),Maintain records of sales or other business transactions,0.04623353142,Maintain sales and business transaction records,0.1261508654,Sales and marketing,0.294294344
6211,Sales Assistants (General),Gather customer or product information to determine customer needs,0.04273706542,Provide customer service and communicate information,0.185572414,Customer service,0.2580571706
6211,Sales Assistants (General),"Greet customers, patrons or visitors",0.04273706542,Provide customer service and communicate information,0.185572414,Customer service,0.2580571706
6211,Sales Assistants (General),Monitor work areas to provide security,0.04009639339,Inspect work environment to ensure safety and compliance,0.04009639339,Safety and hazard management,0.04009639339
6211,Sales Assistants (General),Calculate costs of goods or services,0.03636224081,Estimate costs of goods or services,0.1136226085,Business operations and financial activities,0.2943057458
6211,Sales Assistants (General),Explain technical product or service information to customers,0.02999192803,Communicate and collaborate,0.02999192803,Communication and collaboration,0.02999192803
6211,Sales Assistants (General),Advise customers on the use of goods or services,0.02999192803,Provide customer service and communicate information,0.185572414,Customer service,0.2580571706
6211,Sales Assistants (General),Clean work areas,0.02662358719,Clean work areas or dispose of waste,0.02662358719,Cleaning and maintenance,0.02662358719
6211,Sales Assistants (General),Sell goods or services,0.01923918579,Conduct sales and marketing activities ,0.1681434785,Sales and marketing,0.294294344
6211,Sales Assistants (General),Monitor inventories,0.01410342986,Maintain inventory and stock,0.01410342986,Business operations and financial activities,0.2943057458
6211,Sales Assistants (General),Procure stocks of merchandise or supplies,0.01410342986,"Procure materials, supplies, or stock",0.01410342986,Business operations and financial activities,0.2943057458
6214,Pharmacy Sales Assistants,Perform clerical work in medical settings,0.2864412985,Perform administrative or clerical tasks,0.2864412985,Business operations and financial activities,0.4703313535
6214,Pharmacy Sales Assistants,Inventory medical supplies or equipment,0.1454652221,Operate and maintain medical equipment,0.2310735129,Health and care,0.4755848648
6214,Pharmacy Sales Assistants,Process medical billing information,0.1135142369,Conduct financial transactions or processes,0.1135142369,Business operations and financial activities,0.4703313535
6214,Pharmacy Sales Assistants,Control prescription refills or authorisations,0.1109772733,Prepare or adminster medications and medical solutions,0.1109772733,Health and care,0.4755848648
6214,Pharmacy Sales Assistants,Explain technical medical information to patients,0.0969343568,Explain medical information and procedures,0.0969343568,Health and care,0.4755848648
6214,Pharmacy Sales Assistants,Stock medical or patient care supplies,0.070375818,Maintain inventory and stock,0.070375818,Business operations and financial activities,0.4703313535
6214,Pharmacy Sales Assistants,Operate medical equipment,0.0588699596,Operate and maintain medical equipment,0.2310735129,Health and care,0.4755848648
6214,Pharmacy Sales Assistants,Maintain medical records,0.03659972173,"Collect, document and communicate medical information",0.03659972173,Health and care,0.4755848648
6214,Pharmacy Sales Assistants,Transport biological or other medical materials,0.02734545053,Load and transport materials,0.02734545053,Material transportation,0.02734545053
6214,Pharmacy Sales Assistants,Clean medical equipment,0.0267383312,Clean medical equipment or facilities ,0.0267383312,Cleaning and maintenance,0.0267383312
6214,Pharmacy Sales Assistants,Maintain medical equipment or instruments,0.0267383312,Operate and maintain medical equipment,0.2310735129,Health and care,0.4755848648
6215,Retail Supervisors,Establish operational policies,0.141452975,"Develop operational strategies, plans or procedures",0.141452975,Operating procedures and processes,0.141452975
6215,Retail Supervisors,Examine condition of property or products,0.1108249347,"Inspect products, equipment or facilities",0.1108249347,Quality control and inspections,0.1108249347
6215,Retail Supervisors,Supervise sales or support staff,0.09798084251,Supervise staff ,0.09798084251,Human resources,0.2635872992
6215,Retail Supervisors,Assign duties or work schedules to employees,0.09516901448,Schedule staff or assign work,0.09516901448,Human resources,0.2635872992
6215,Retail Supervisors,Monitor sales activities,0.08186573432,Maintain sales and business transaction records,0.1249461882,Sales and marketing,0.2033165611
6215,Retail Supervisors,Train sales staff,0.07043744218,Train staff,0.07043744218,Human resources,0.2635872992
6215,Retail Supervisors,Answer customer questions about goods or services,0.06588934746,Respond to customer queries,0.06588934746,Customer service,0.1317786949
6215,Retail Supervisors,"Greet customers, patrons or visitors",0.06588934746,Provide customer service and communicate information,0.06588934746,Customer service,0.1317786949
6215,Retail Supervisors,Monitor work areas to provide security,0.0499019206,Inspect work environment to ensure safety and compliance,0.0499019206,Safety and hazard management,0.0499019206
6215,Retail Supervisors,Maintain records of sales or other business transactions,0.04308045385,Maintain sales and business transaction records,0.1249461882,Sales and marketing,0.2033165611
6215,Retail Supervisors,Monitor inventories,0.02731741366,Maintain inventory and stock,0.02731741366,Business operations and financial activities,0.05463482732
6215,Retail Supervisors,Set up merchandise displays,0.02650172432,Conduct sales and marketing activities ,0.04634564456,Sales and marketing,0.2033165611
6215,Retail Supervisors,Develop marketing plans or strategies,0.0253669243,Develop marketing plans,0.03202472838,Sales and marketing,0.2033165611
6215,Retail Supervisors,Monitor market conditions or trends,0.02465886696,Analyse market data and trends,0.02465886696,"Data, analytics, and databases",0.02465886696
6215,Retail Supervisors,Clean work areas,0.01984392024,Clean work areas or dispose of waste,0.01984392024,Cleaning and maintenance,0.01984392024
6215,Retail Supervisors,Sell goods or services,0.01984392024,Conduct sales and marketing activities ,0.04634564456,Sales and marketing,0.2033165611
6215,Retail Supervisors,Procure stocks of merchandise or supplies,0.0139110535,"Procure materials, supplies, or stock",0.0139110535,Business operations and financial activities,0.05463482732
6215,Retail Supervisors,"Prepare financial documents, reports or budgets",0.01340636016,"Undertake financial reporting, documentation and analysis",0.01340636016,Business operations and financial activities,0.05463482732
6215,Retail Supervisors,Coordinate sales campaigns,0.00665780408,Develop marketing plans,0.03202472838,Sales and marketing,0.2033165611
6217,Street Vendors and Related Salespersons,Answer customer questions about goods or services,0.1861656026,Respond to customer queries,0.1861656026,Customer service,0.2624788798
6217,Street Vendors and Related Salespersons,Sell goods or services,0.1781059841,Conduct sales and marketing activities ,0.2737583825,Sales and marketing,0.5805197901
6217,Street Vendors and Related Salespersons,Distribute promotional literature or samples to customers,0.1179151728,Develop and distribute marketing material,0.2295656883,Sales and marketing,0.5805197901
6217,Street Vendors and Related Salespersons,Identify potential customers,0.08535572777,Develop and distribute marketing material,0.2295656883,Sales and marketing,0.5805197901
6217,Street Vendors and Related Salespersons,Take product orders,0.07631327718,Provide customer service and communicate information,0.07631327718,Customer service,0.2624788798
6217,Street Vendors and Related Salespersons,Explain technical product or service information to customers,0.07495145736,Communicate and collaborate,0.07495145736,Communication and collaboration,0.07495145736
6217,Street Vendors and Related Salespersons,Demonstrate products to consumers,0.07495145736,Conduct sales and marketing activities ,0.2737583825,Sales and marketing,0.5805197901
6217,Street Vendors and Related Salespersons,Stock products or parts,0.05286000518,Maintain inventory and stock,0.05286000518,Business operations and financial activities,0.08204987278
6217,Street Vendors and Related Salespersons,Process sales or other transactions,0.0509009314,Maintain sales and business transaction records,0.0509009314,Sales and marketing,0.5805197901
6217,Street Vendors and Related Salespersons,Procure stocks of merchandise or supplies,0.02918986759,"Procure materials, supplies, or stock",0.02918986759,Business operations and financial activities,0.08204987278
6217,Street Vendors and Related Salespersons,Contact current or potential customers to promote goods or services,0.0262947878,Develop and distribute marketing material,0.2295656883,Sales and marketing,0.5805197901
6217,Street Vendors and Related Salespersons,Coordinate sales campaigns,0.0262947878,Develop marketing plans,0.0262947878,Sales and marketing,0.5805197901
6217,Street Vendors and Related Salespersons,Set up merchandise displays,0.02070094104,Conduct sales and marketing activities ,0.2737583825,Sales and marketing,0.5805197901
6311,Checkout Operators and Office Cashiers,"Issue money, credit or vouchers",0.1443310686,Conduct financial transactions or processes,0.1443310686,Business operations and financial activities,0.3371608578
6311,Checkout Operators and Office Cashiers,Process sales or other transactions,0.1383689885,Maintain sales and business transaction records,0.2808566704,Sales and marketing,0.326758391
6311,Checkout Operators and Office Cashiers,Calculate costs of goods or services,0.102584788,Estimate costs of goods or services,0.102584788,Business operations and financial activities,0.3371608578
6311,Checkout Operators and Office Cashiers,Maintain records of sales or other business transactions,0.08903466785,Maintain sales and business transaction records,0.2808566704,Sales and marketing,0.326758391
